ID,CTYNAME,SEX,AGEGRP,IMPRACE,Asian,Black,Latino,Native American,Other,White,RESPOP,,
HM212,Hennepin County,M,2,12,0,1,0,0,1,0,7,,
HM213,Hennepin County,M,2,13,1,0,0,1,0,0,6,,
HM214,Hennepin County,M,2,14,0,0,0,1,1,0,1,,
HM215,Hennepin County,M,2,15,1,0,0,0,1,0,4,,
HM216,Hennepin County,M,2,16,0,1,0,1,0,1,152,,
HM217,Hennepin County,M,2,17,1,1,0,0,0,1,41,,
HM218,Hennepin County,M,2,18,0,1,0,0,1,1,4,,
HM219,Hennepin County,M,2,19,0,0,0,1,0,1,2,,
HM220,Hennepin County,M,2,20,0,0,0,1,1,1,1,,
HM221,Hennepin County,M,2,21,1,0,0,0,1,1,6,,
HM222,Hennepin County,M,2,22,1,1,0,1,0,0,3,,
HM223,Hennepin County,M,2,23,0,1,0,1,1,0,3,,
HM224,Hennepin County,M,2,24,1,1,0,0,1,0,1,,
HM226,Hennepin County,M,2,26,1,1,0,1,0,1,12,,
HM227,Hennepin County,M,2,27,0,1,0,1,1,1,2,,
HM228,Hennepin County,M,2,28,1,1,0,0,1,1,1,,
HM231,Hennepin County,M,2,31,1,1,0,1,1,1,1,,
HM31,Hennepin County,M,3,1,0,0,0,0,0,1,21457,,
HM32,Hennepin County,M,3,2,0,1,0,0,0,0,5820,,
HM33,Hennepin County,M,3,3,0,0,0,1,0,0,338,,
HM34,Hennepin County,M,3,4,1,0,0,0,0,0,2497,,
HM35,Hennepin County,M,3,5,0,0,0,0,1,0,14,,
HM36,Hennepin County,M,3,6,0,0,0,0,0,0,924,,
HM37,Hennepin County,M,3,7,0,0,0,1,0,1,151,,
HM38,Hennepin County,M,3,8,1,0,0,0,0,1,423,,
HM39,Hennepin County,M,3,9,0,0,0,0,1,1,10,,
HM310,Hennepin County,M,3,10,0,1,0,1,0,0,86,,
HM311,Hennepin County,M,3,11,1,1,0,0,0,0,40,,
HM312,Hennepin County,M,3,12,0,1,0,0,1,0,11,,
HM313,Hennepin County,M,3,13,1,0,0,1,0,0,15,,
HM314,Hennepin County,M,3,14,0,0,0,1,1,0,1,,
HM315,Hennepin County,M,3,15,1,0,0,0,1,0,9,,
HM316,Hennepin County,M,3,16,0,1,0,1,0,1,159,,
HM317,Hennepin County,M,3,17,1,1,0,0,0,1,19,,
HM319,Hennepin County,M,3,19,0,0,0,1,0,1,4,,
HM320,Hennepin County,M,3,20,0,0,0,1,1,1,1,,
HM321,Hennepin County,M,3,21,1,0,0,0,1,1,5,,
HM322,Hennepin County,M,3,22,1,1,0,1,0,0,2,,
HM323,Hennepin County,M,3,23,0,1,0,1,1,0,1,,
HM324,Hennepin County,M,3,24,1,1,0,0,1,0,2,,
HM326,Hennepin County,M,3,26,1,1,0,1,0,1,2,,
HM328,Hennepin County,M,3,28,1,1,0,0,1,1,1,,
HM41,Hennepin County,M,4,1,0,0,0,0,0,1,22719,,
HM42,Hennepin County,M,4,2,0,1,0,0,0,0,6070,,
HM43,Hennepin County,M,4,3,0,0,0,1,0,0,393,,
HM44,Hennepin County,M,4,4,1,0,0,0,0,0,2973,,
HM45,Hennepin County,M,4,5,0,0,0,0,1,0,17,,
HM46,Hennepin County,M,4,6,0,0,0,0,0,0,782,,
HM47,Hennepin County,M,4,7,0,0,0,1,0,1,173,,
HM48,Hennepin County,M,4,8,1,0,0,0,0,1,366,,
HM49,Hennepin County,M,4,9,0,0,0,0,1,1,17,,
HM410,Hennepin County,M,4,10,0,1,0,1,0,0,91,,
HM411,Hennepin County,M,4,11,1,1,0,0,0,0,46,,
HM412,Hennepin County,M,4,12,0,1,0,0,1,0,5,,
HM413,Hennepin County,M,4,13,1,0,0,1,0,0,12,,
HM414,Hennepin County,M,4,14,0,0,0,1,1,0,1,,
HM415,Hennepin County,M,4,15,1,0,0,0,1,0,11,,
HM416,Hennepin County,M,4,16,0,1,0,1,0,1,126,,
HM417,Hennepin County,M,4,17,1,1,0,0,0,1,12,,
HM418,Hennepin County,M,4,18,0,1,0,0,1,1,2,,
HM419,Hennepin County,M,4,19,0,0,0,1,0,1,9,,
HM421,Hennepin County,M,4,21,1,0,0,0,1,1,5,,
HM424,Hennepin County,M,4,24,1,1,0,0,1,0,2,,
HM426,Hennepin County,M,4,26,1,1,0,1,0,1,5,,
HM51,Hennepin County,M,5,1,0,0,0,0,0,1,27377,,
HM52,Hennepin County,M,5,2,0,1,0,0,0,0,5430,,
HM53,Hennepin County,M,5,3,0,0,0,1,0,0,393,,
HM54,Hennepin County,M,5,4,1,0,0,0,0,0,3526,,
HM55,Hennepin County,M,5,5,0,0,0,0,1,0,21,,
HM56,Hennepin County,M,5,6,0,0,0,0,0,0,488,,
HM57,Hennepin County,M,5,7,0,0,0,1,0,1,188,,
HM58,Hennepin County,M,5,8,1,0,0,0,0,1,298,,
HM59,Hennepin County,M,5,9,0,0,0,0,1,1,11,,
HM510,Hennepin County,M,5,10,0,1,0,1,0,0,55,,
HM511,Hennepin County,M,5,11,1,1,0,0,0,0,21,,
HM512,Hennepin County,M,5,12,0,1,0,0,1,0,6,,
HM513,Hennepin County,M,5,13,1,0,0,1,0,0,3,,
HM515,Hennepin County,M,5,15,1,0,0,0,1,0,16,,
HM516,Hennepin County,M,5,16,0,1,0,1,0,1,70,,
HM517,Hennepin County,M,5,17,1,1,0,0,0,1,12,,
HM518,Hennepin County,M,5,18,0,1,0,0,1,1,2,,
HM519,Hennepin County,M,5,19,0,0,0,1,0,1,2,,
HM521,Hennepin County,M,5,21,1,0,0,0,1,1,8,,
HM522,Hennepin County,M,5,22,1,1,0,1,0,0,1,,
HM526,Hennepin County,M,5,26,1,1,0,1,0,1,2,,
HM531,Hennepin County,M,5,31,1,1,0,1,1,1,1,,
HM61,Hennepin County,M,6,1,0,0,0,0,0,1,34242,,
HM62,Hennepin County,M,6,2,0,1,0,0,0,0,5399,,
HM63,Hennepin County,M,6,3,0,0,0,1,0,0,328,,
HM64,Hennepin County,M,6,4,1,0,0,0,0,0,4195,,
HM65,Hennepin County,M,6,5,0,0,0,0,1,0,33,,
HM66,Hennepin County,M,6,6,0,0,0,0,0,0,344,,
HM67,Hennepin County,M,6,7,0,0,0,1,0,1,189,,
HM68,Hennepin County,M,6,8,1,0,0,0,0,1,317,,
HM69,Hennepin County,M,6,9,0,0,0,0,1,1,15,,
HM610,Hennepin County,M,6,10,0,1,0,1,0,0,55,,
HM611,Hennepin County,M,6,11,1,1,0,0,0,0,17,,
HM612,Hennepin County,M,6,12,0,1,0,0,1,0,5,,
HM613,Hennepin County,M,6,13,1,0,0,1,0,0,7,,
HM615,Hennepin County,M,6,15,1,0,0,0,1,0,18,,
HM616,Hennepin County,M,6,16,0,1,0,1,0,1,51,,
HM617,Hennepin County,M,6,17,1,1,0,0,0,1,17,,
HM618,Hennepin County,M,6,18,0,1,0,0,1,1,1,,
HM619,Hennepin County,M,6,19,0,0,0,1,0,1,3,,
HM621,Hennepin County,M,6,21,1,0,0,0,1,1,4,,
HM622,Hennepin County,M,6,22,1,1,0,1,0,0,2,,
HM624,Hennepin County,M,6,24,1,1,0,0,1,0,1,,
HM627,Hennepin County,M,6,27,0,1,0,1,1,1,1,,
HM628,Hennepin County,M,6,28,1,1,0,0,1,1,3,,
HM631,Hennepin County,M,6,31,1,1,0,1,1,1,5,,
HM71,Hennepin County,M,7,1,0,0,0,0,0,1,29330,,
HM72,Hennepin County,M,7,2,0,1,0,0,0,0,5050,,
HM73,Hennepin County,M,7,3,0,0,0,1,0,0,291,,
HM74,Hennepin County,M,7,4,1,0,0,0,0,0,3682,,
HM75,Hennepin County,M,7,5,0,0,0,0,1,0,16,,
HM76,Hennepin County,M,7,6,0,0,0,0,0,0,276,,
HM77,Hennepin County,M,7,7,0,0,0,1,0,1,151,,
HM78,Hennepin County,M,7,8,1,0,0,0,0,1,230,,
HM79,Hennepin County,M,7,9,0,0,0,0,1,1,11,,
HM710,Hennepin County,M,7,10,0,1,0,1,0,0,38,,
HM711,Hennepin County,M,7,11,1,1,0,0,0,0,23,,
HM712,Hennepin County,M,7,12,0,1,0,0,1,0,3,,
HM713,Hennepin County,M,7,13,1,0,0,1,0,0,6,,
HM715,Hennepin County,M,7,15,1,0,0,0,1,0,9,,
HM716,Hennepin County,M,7,16,0,1,0,1,0,1,45,,
HM717,Hennepin County,M,7,17,1,1,0,0,0,1,4,,
HM718,Hennepin County,M,7,18,0,1,0,0,1,1,1,,
HM719,Hennepin County,M,7,19,0,0,0,1,0,1,3,,
HM721,Hennepin County,M,7,21,1,0,0,0,1,1,4,,
HM722,Hennepin County,M,7,22,1,1,0,1,0,0,2,,
HM724,Hennepin County,M,7,24,1,1,0,0,1,0,2,,
HM725,Hennepin County,M,7,25,1,0,0,1,1,0,1,,
HM726,Hennepin County,M,7,26,1,1,0,1,0,1,1,,
HM81,Hennepin County,M,8,1,0,0,0,0,0,1,26031,,
HM82,Hennepin County,M,8,2,0,1,0,0,0,0,4743,,
HM83,Hennepin County,M,8,3,0,0,0,1,0,0,248,,
HM84,Hennepin County,M,8,4,1,0,0,0,0,0,3216,,
HM85,Hennepin County,M,8,5,0,0,0,0,1,0,15,,
HM86,Hennepin County,M,8,6,0,0,0,0,0,0,186,,
HM87,Hennepin County,M,8,7,0,0,0,1,0,1,129,,
HM88,Hennepin County,M,8,8,1,0,0,0,0,1,163,,
HM89,Hennepin County,M,8,9,0,0,0,0,1,1,9,,
HM810,Hennepin County,M,8,10,0,1,0,1,0,0,34,,
HM811,Hennepin County,M,8,11,1,1,0,0,0,0,15,,
HM812,Hennepin County,M,8,12,0,1,0,0,1,0,6,,
HM813,Hennepin County,M,8,13,1,0,0,1,0,0,4,,
HM815,Hennepin County,M,8,15,1,0,0,0,1,0,8,,
HM816,Hennepin County,M,8,16,0,1,0,1,0,1,43,,
HM817,Hennepin County,M,8,17,1,1,0,0,0,1,3,,
HM821,Hennepin County,M,8,21,1,0,0,0,1,1,5,,
HM824,Hennepin County,M,8,24,1,1,0,0,1,0,3,,
HM826,Hennepin County,M,8,26,1,1,0,1,0,1,1,,
HM91,Hennepin County,M,9,1,0,0,0,0,0,1,28665,,
HM92,Hennepin County,M,9,2,0,1,0,0,0,0,4709,,
HM93,Hennepin County,M,9,3,0,0,0,1,0,0,283,,
HM94,Hennepin County,M,9,4,1,0,0,0,0,0,2405,,
HM95,Hennepin County,M,9,5,0,0,0,0,1,0,16,,
HM96,Hennepin County,M,9,6,0,0,0,0,0,0,147,,
HM97,Hennepin County,M,9,7,0,0,0,1,0,1,137,,
HM98,Hennepin County,M,9,8,1,0,0,0,0,1,88,,
HM99,Hennepin County,M,9,9,0,0,0,0,1,1,4,,
HM910,Hennepin County,M,9,10,0,1,0,1,0,0,32,,
HM911,Hennepin County,M,9,11,1,1,0,0,0,0,9,,
HM912,Hennepin County,M,9,12,0,1,0,0,1,0,8,,
HM913,Hennepin County,M,9,13,1,0,0,1,0,0,7,,
HM915,Hennepin County,M,9,15,1,0,0,0,1,0,6,,
HM916,Hennepin County,M,9,16,0,1,0,1,0,1,26,,
HM917,Hennepin County,M,9,17,1,1,0,0,0,1,1,,
HM919,Hennepin County,M,9,19,0,0,0,1,0,1,2,,
HM921,Hennepin County,M,9,21,1,0,0,0,1,1,1,,
HM922,Hennepin County,M,9,22,1,1,0,1,0,0,1,,
HM926,Hennepin County,M,9,26,1,1,0,1,0,1,6,,
HM931,Hennepin County,M,9,31,1,1,0,1,1,1,2,,
HM101,Hennepin County,M,10,1,0,0,0,0,0,1,33932,,
HM102,Hennepin County,M,10,2,0,1,0,0,0,0,4426,,
HM103,Hennepin County,M,10,3,0,0,0,1,0,0,330,,
HM104,Hennepin County,M,10,4,1,0,0,0,0,0,1960,,
HM105,Hennepin County,M,10,5,0,0,0,0,1,0,19,,
HM106,Hennepin County,M,10,6,0,0,0,0,0,0,82,,
HM107,Hennepin County,M,10,7,0,0,0,1,0,1,110,,
HM108,Hennepin County,M,10,8,1,0,0,0,0,1,85,,
HM109,Hennepin County,M,10,9,0,0,0,0,1,1,11,,
HM1010,Hennepin County,M,10,10,0,1,0,1,0,0,51,,
HM1011,Hennepin County,M,10,11,1,1,0,0,0,0,16,,
HM1012,Hennepin County,M,10,12,0,1,0,0,1,0,8,,
HM1013,Hennepin County,M,10,13,1,0,0,1,0,0,4,,
HM1014,Hennepin County,M,10,14,0,0,0,1,1,0,1,,
HM1015,Hennepin County,M,10,15,1,0,0,0,1,0,7,,
HM1016,Hennepin County,M,10,16,0,1,0,1,0,1,33,,
HM1017,Hennepin County,M,10,17,1,1,0,0,0,1,4,,
HM1021,Hennepin County,M,10,21,1,0,0,0,1,1,2,,
HM1023,Hennepin County,M,10,23,0,1,0,1,1,0,1,,
HM1024,Hennepin County,M,10,24,1,1,0,0,1,0,1,,
HM1026,Hennepin County,M,10,26,1,1,0,1,0,1,2,,
HM1031,Hennepin County,M,10,31,1,1,0,1,1,1,1,,
HM111,Hennepin County,M,11,1,0,0,0,0,0,1,34760,,
HM112,Hennepin County,M,11,2,0,1,0,0,0,0,3861,,
HM113,Hennepin County,M,11,3,0,0,0,1,0,0,273,,
HM114,Hennepin County,M,11,4,1,0,0,0,0,0,1432,,
HM115,Hennepin County,M,11,5,0,0,0,0,1,0,26,,
HM116,Hennepin County,M,11,6,0,0,0,0,0,0,53,,
HM117,Hennepin County,M,11,7,0,0,0,1,0,1,125,,
HM118,Hennepin County,M,11,8,1,0,0,0,0,1,79,,
HM119,Hennepin County,M,11,9,0,0,0,0,1,1,10,,
HM1110,Hennepin County,M,11,10,0,1,0,1,0,0,45,,
HM1111,Hennepin County,M,11,11,1,1,0,0,0,0,9,,
HM1112,Hennepin County,M,11,12,0,1,0,0,1,0,5,,
HM1113,Hennepin County,M,11,13,1,0,0,1,0,0,2,,
HM1115,Hennepin County,M,11,15,1,0,0,0,1,0,8,,
HM1116,Hennepin County,M,11,16,0,1,0,1,0,1,32,,
HM1117,Hennepin County,M,11,17,1,1,0,0,0,1,1,,
HM1119,Hennepin County,M,11,19,0,0,0,1,0,1,1,,
HM1121,Hennepin County,M,11,21,1,0,0,0,1,1,4,,
HM1122,Hennepin County,M,11,22,1,1,0,1,0,0,1,,
HM1123,Hennepin County,M,11,23,0,1,0,1,1,0,1,,
HM121,Hennepin County,M,12,1,0,0,0,0,0,1,31286,,
HM122,Hennepin County,M,12,2,0,1,0,0,0,0,2746,,
HM123,Hennepin County,M,12,3,0,0,0,1,0,0,223,,
HM124,Hennepin County,M,12,4,1,0,0,0,0,0,1145,,
HM125,Hennepin County,M,12,5,0,0,0,0,1,0,8,,
HM126,Hennepin County,M,12,6,0,0,0,0,0,0,30,,
HM127,Hennepin County,M,12,7,0,0,0,1,0,1,83,,
HM128,Hennepin County,M,12,8,1,0,0,0,0,1,51,,
HM129,Hennepin County,M,12,9,0,0,0,0,1,1,3,,
HM1210,Hennepin County,M,12,10,0,1,0,1,0,0,36,,
HM1211,Hennepin County,M,12,11,1,1,0,0,0,0,4,,
HM1213,Hennepin County,M,12,13,1,0,0,1,0,0,1,,
HM1215,Hennepin County,M,12,15,1,0,0,0,1,0,4,,
HM1216,Hennepin County,M,12,16,0,1,0,1,0,1,28,,
HM1217,Hennepin County,M,12,17,1,1,0,0,0,1,1,,
HM1219,Hennepin County,M,12,19,0,0,0,1,0,1,1,,
HM1226,Hennepin County,M,12,26,1,1,0,1,0,1,2,,
HM1231,Hennepin County,M,12,31,1,1,0,1,1,1,1,,
HM131,Hennepin County,M,13,1,0,0,0,0,0,1,24659,,
HM132,Hennepin County,M,13,2,0,1,0,0,0,0,1826,,
HM133,Hennepin County,M,13,3,0,0,0,1,0,0,147,,
HM134,Hennepin County,M,13,4,1,0,0,0,0,0,883,,
HM135,Hennepin County,M,13,5,0,0,0,0,1,0,4,,
HM136,Hennepin County,M,13,6,0,0,0,0,0,0,20,,
HM137,Hennepin County,M,13,7,0,0,0,1,0,1,67,,
HM138,Hennepin County,M,13,8,1,0,0,0,0,1,24,,
HM139,Hennepin County,M,13,9,0,0,0,0,1,1,5,,
HM1310,Hennepin County,M,13,10,0,1,0,1,0,0,23,,
HM1311,Hennepin County,M,13,11,1,1,0,0,0,0,7,,
HM1312,Hennepin County,M,13,12,0,1,0,0,1,0,3,,
HM1313,Hennepin County,M,13,13,1,0,0,1,0,0,3,,
HM1315,Hennepin County,M,13,15,1,0,0,0,1,0,1,,
HM1316,Hennepin County,M,13,16,0,1,0,1,0,1,10,,
HM1317,Hennepin County,M,13,17,1,1,0,0,0,1,1,,
HM141,Hennepin County,M,14,1,0,0,0,0,0,1,15892,,
HM142,Hennepin County,M,14,2,0,1,0,0,0,0,1080,,
HM143,Hennepin County,M,14,3,0,0,0,1,0,0,71,,
HM144,Hennepin County,M,14,4,1,0,0,0,0,0,598,,
HM145,Hennepin County,M,14,5,0,0,0,0,1,0,5,,
HM146,Hennepin County,M,14,6,0,0,0,0,0,0,9,,
HM147,Hennepin County,M,14,7,0,0,0,1,0,1,33,,
HM148,Hennepin County,M,14,8,1,0,0,0,0,1,15,,
HM149,Hennepin County,M,14,9,0,0,0,0,1,1,1,,
HM1410,Hennepin County,M,14,10,0,1,0,1,0,0,6,,
HM1411,Hennepin County,M,14,11,1,1,0,0,0,0,5,,
HM1412,Hennepin County,M,14,12,0,1,0,0,1,0,2,,
HM1413,Hennepin County,M,14,13,1,0,0,1,0,0,3,,
HM1414,Hennepin County,M,14,14,0,0,0,1,1,0,1,,
HM1415,Hennepin County,M,14,15,1,0,0,0,1,0,4,,
HM1416,Hennepin County,M,14,16,0,1,0,1,0,1,9,,
HM151,Hennepin County,M,15,1,0,0,0,0,0,1,11015,,
HM152,Hennepin County,M,15,2,0,1,0,0,0,0,691,,
HM153,Hennepin County,M,15,3,0,0,0,1,0,0,66,,
HM154,Hennepin County,M,15,4,1,0,0,0,0,0,418,,
HM155,Hennepin County,M,15,5,0,0,0,0,1,0,1,,
HM156,Hennepin County,M,15,6,0,0,0,0,0,0,8,,
HM157,Hennepin County,M,15,7,0,0,0,1,0,1,13,,
HM158,Hennepin County,M,15,8,1,0,0,0,0,1,8,,
HM159,Hennepin County,M,15,9,0,0,0,0,1,1,1,,
HM1510,Hennepin County,M,15,10,0,1,0,1,0,0,4,,
HM1511,Hennepin County,M,15,11,1,1,0,0,0,0,7,,
HM1515,Hennepin County,M,15,15,1,0,0,0,1,0,4,,
HM1516,Hennepin County,M,15,16,0,1,0,1,0,1,6,,
HM161,Hennepin County,M,16,1,0,0,0,0,0,1,8719,,
HM162,Hennepin County,M,16,2,0,1,0,0,0,0,459,,
HM163,Hennepin County,M,16,3,0,0,0,1,0,0,28,,
HM164,Hennepin County,M,16,4,1,0,0,0,0,0,294,,
HM165,Hennepin County,M,16,5,0,0,0,0,1,0,1,,
HM166,Hennepin County,M,16,6,0,0,0,0,0,0,4,,
HM167,Hennepin County,M,16,7,0,0,0,1,0,1,14,,
HM168,Hennepin County,M,16,8,1,0,0,0,0,1,4,,
HM1610,Hennepin County,M,16,10,0,1,0,1,0,0,2,,
HM1616,Hennepin County,M,16,16,0,1,0,1,0,1,4,,
HM171,Hennepin County,M,17,1,0,0,0,0,0,1,7256,,
HM172,Hennepin County,M,17,2,0,1,0,0,0,0,271,,
HM173,Hennepin County,M,17,3,0,0,0,1,0,0,16,,
HM174,Hennepin County,M,17,4,1,0,0,0,0,0,162,,
HM175,Hennepin County,M,17,5,0,0,0,0,1,0,1,,
HM176,Hennepin County,M,17,6,0,0,0,0,0,0,7,,
HM177,Hennepin County,M,17,7,0,0,0,1,0,1,7,,
HM178,Hennepin County,M,17,8,1,0,0,0,0,1,3,,
HM179,Hennepin County,M,17,9,0,0,0,0,1,1,1,,
HM1710,Hennepin County,M,17,10,0,1,0,1,0,0,3,,
HM1711,Hennepin County,M,17,11,1,1,0,0,0,0,2,,
HM1713,Hennepin County,M,17,13,1,0,0,1,0,0,2,,
HM1716,Hennepin County,M,17,16,0,1,0,1,0,1,1,,
HM1719,Hennepin County,M,17,19,0,0,0,1,0,1,2,,
HM181,Hennepin County,M,18,1,0,0,0,0,0,1,6703,,
HM182,Hennepin County,M,18,2,0,1,0,0,0,0,189,,
HM183,Hennepin County,M,18,3,0,0,0,1,0,0,8,,
HM184,Hennepin County,M,18,4,1,0,0,0,0,0,122,,
HM186,Hennepin County,M,18,6,0,0,0,0,0,0,3,,
HM187,Hennepin County,M,18,7,0,0,0,1,0,1,6,,
HM188,Hennepin County,M,18,8,1,0,0,0,0,1,2,,
HM189,Hennepin County,M,18,9,0,0,0,0,1,1,1,,
HM1810,Hennepin County,M,18,10,0,1,0,1,0,0,2,,
HM1812,Hennepin County,M,18,12,0,1,0,0,1,0,1,,
HM1813,Hennepin County,M,18,13,1,0,0,1,0,0,2,,
HM1815,Hennepin County,M,18,15,1,0,0,0,1,0,1,,
HM1816,Hennepin County,M,18,16,0,1,0,1,0,1,1,,
HM11,Hennepin County,M,1,1,0,0,1,0,0,1,4091,,
HM12,Hennepin County,M,1,2,0,1,1,0,0,0,273,,
HM13,Hennepin County,M,1,3,0,0,1,1,0,0,384,,
HM14,Hennepin County,M,1,4,1,0,1,0,0,0,60,,
HM15,Hennepin County,M,1,5,0,0,1,0,1,0,20,,
HM16,Hennepin County,M,1,6,0,0,1,0,0,0,134,,
HM17,Hennepin County,M,1,7,0,0,1,1,0,1,111,,
HM18,Hennepin County,M,1,8,1,0,1,0,0,1,39,,
HM19,Hennepin County,M,1,9,0,0,1,0,1,1,5,,
HM110,Hennepin County,M,1,10,0,1,1,1,0,0,21,,
HM111,Hennepin County,M,1,11,1,1,1,0,0,0,2,,
HM112,Hennepin County,M,1,12,0,1,1,0,1,0,2,,
HM113,Hennepin County,M,1,13,1,0,1,1,0,0,6,,
HM114,Hennepin County,M,1,14,0,0,1,1,1,0,1,,
HM116,Hennepin County,M,1,16,0,1,1,1,0,1,62,,
HM117,Hennepin County,M,1,17,1,1,1,0,0,1,1,,
HM119,Hennepin County,M,1,19,0,0,1,1,0,1,1,,
HM120,Hennepin County,M,1,20,0,0,1,1,1,1,1,,
HM126,Hennepin County,M,1,26,1,1,1,1,0,1,3,,
HM127,Hennepin County,M,1,27,0,1,1,1,1,1,2,,
HM131,Hennepin County,M,1,31,1,1,1,1,1,1,1,,
HM21,Hennepin County,M,2,1,0,0,1,0,0,1,3566,,
HM22,Hennepin County,M,2,2,0,1,1,0,0,0,210,,
HM23,Hennepin County,M,2,3,0,0,1,1,0,0,330,,
HM24,Hennepin County,M,2,4,1,0,1,0,0,0,43,,
HM25,Hennepin County,M,2,5,0,0,1,0,1,0,23,,
HM26,Hennepin County,M,2,6,0,0,1,0,0,0,124,,
HM27,Hennepin County,M,2,7,0,0,1,1,0,1,107,,
HM28,Hennepin County,M,2,8,1,0,1,0,0,1,31,,
HM29,Hennepin County,M,2,9,0,0,1,0,1,1,2,,
HM210,Hennepin County,M,2,10,0,1,1,1,0,0,15,,
HM211,Hennepin County,M,2,11,1,1,1,0,0,0,4,,
HM213,Hennepin County,M,2,13,1,0,1,1,0,0,4,,
HM215,Hennepin County,M,2,15,1,0,1,0,1,0,3,,
HM216,Hennepin County,M,2,16,0,1,1,1,0,1,34,,
HM217,Hennepin County,M,2,17,1,1,1,0,0,1,2,,
HM225,Hennepin County,M,2,25,1,0,1,1,1,0,1,,
HM226,Hennepin County,M,2,26,1,1,1,1,0,1,1,,
HM227,Hennepin County,M,2,27,0,1,1,1,1,1,4,,
HM231,Hennepin County,M,2,31,1,1,1,1,1,1,1,,
HM31,Hennepin County,M,3,1,0,0,1,0,0,1,2669,,
HM32,Hennepin County,M,3,2,0,1,1,0,0,0,177,,
HM33,Hennepin County,M,3,3,0,0,1,1,0,0,247,,
HM34,Hennepin County,M,3,4,1,0,1,0,0,0,40,,
HM35,Hennepin County,M,3,5,0,0,1,0,1,0,16,,
HM36,Hennepin County,M,3,6,0,0,1,0,0,0,100,,
HM37,Hennepin County,M,3,7,0,0,1,1,0,1,71,,
HM38,Hennepin County,M,3,8,1,0,1,0,0,1,26,,
HM39,Hennepin County,M,3,9,0,0,1,0,1,1,5,,
HM310,Hennepin County,M,3,10,0,1,1,1,0,0,15,,
HM311,Hennepin County,M,3,11,1,1,1,0,0,0,1,,
HM313,Hennepin County,M,3,13,1,0,1,1,0,0,3,,
HM315,Hennepin County,M,3,15,1,0,1,0,1,0,3,,
HM316,Hennepin County,M,3,16,0,1,1,1,0,1,25,,
HM317,Hennepin County,M,3,17,1,1,1,0,0,1,1,,
HM318,Hennepin County,M,3,18,0,1,1,0,1,1,1,,
HM319,Hennepin County,M,3,19,0,0,1,1,0,1,1,,
HM320,Hennepin County,M,3,20,0,0,1,1,1,1,1,,
HM327,Hennepin County,M,3,27,0,1,1,1,1,1,1,,
HM329,Hennepin County,M,3,29,1,0,1,1,1,1,1,,
HM41,Hennepin County,M,4,1,0,0,1,0,0,1,2491,,
HM42,Hennepin County,M,4,2,0,1,1,0,0,0,202,,
HM43,Hennepin County,M,4,3,0,0,1,1,0,0,208,,
HM44,Hennepin County,M,4,4,1,0,1,0,0,0,39,,
HM45,Hennepin County,M,4,5,0,0,1,0,1,0,18,,
HM46,Hennepin County,M,4,6,0,0,1,0,0,0,73,,
HM47,Hennepin County,M,4,7,0,0,1,1,0,1,58,,
HM48,Hennepin County,M,4,8,1,0,1,0,0,1,18,,
HM49,Hennepin County,M,4,9,0,0,1,0,1,1,4,,
HM410,Hennepin County,M,4,10,0,1,1,1,0,0,12,,
HM411,Hennepin County,M,4,11,1,1,1,0,0,0,1,,
HM413,Hennepin County,M,4,13,1,0,1,1,0,0,1,,
HM415,Hennepin County,M,4,15,1,0,1,0,1,0,2,,
HM416,Hennepin County,M,4,16,0,1,1,1,0,1,13,,
HM417,Hennepin County,M,4,17,1,1,1,0,0,1,2,,
HM419,Hennepin County,M,4,19,0,0,1,1,0,1,1,,
HM420,Hennepin County,M,4,20,0,0,1,1,1,1,2,,
HM421,Hennepin County,M,4,21,1,0,1,0,1,1,1,,
HM424,Hennepin County,M,4,24,1,1,1,0,1,0,1,,
HM428,Hennepin County,M,4,28,1,1,1,0,1,1,1,,
HM431,Hennepin County,M,4,31,1,1,1,1,1,1,2,,
HM51,Hennepin County,M,5,1,0,0,1,0,0,1,3099,,
HM52,Hennepin County,M,5,2,0,1,1,0,0,0,214,,
HM53,Hennepin County,M,5,3,0,0,1,1,0,0,243,,
HM54,Hennepin County,M,5,4,1,0,1,0,0,0,49,,
HM55,Hennepin County,M,5,5,0,0,1,0,1,0,10,,
HM56,Hennepin County,M,5,6,0,0,1,0,0,0,51,,
HM57,Hennepin County,M,5,7,0,0,1,1,0,1,45,,
HM58,Hennepin County,M,5,8,1,0,1,0,0,1,21,,
HM59,Hennepin County,M,5,9,0,0,1,0,1,1,5,,
HM510,Hennepin County,M,5,10,0,1,1,1,0,0,4,,
HM511,Hennepin County,M,5,11,1,1,1,0,0,0,1,,
HM512,Hennepin County,M,5,12,0,1,1,0,1,0,1,,
HM513,Hennepin County,M,5,13,1,0,1,1,0,0,1,,
HM514,Hennepin County,M,5,14,0,0,1,1,1,0,1,,
HM515,Hennepin County,M,5,15,1,0,1,0,1,0,1,,
HM516,Hennepin County,M,5,16,0,1,1,1,0,1,10,,
HM520,Hennepin County,M,5,20,0,0,1,1,1,1,1,,
HM521,Hennepin County,M,5,21,1,0,1,0,1,1,3,,
HM524,Hennepin County,M,5,24,1,1,1,0,1,0,2,,
HM529,Hennepin County,M,5,29,1,0,1,1,1,1,1,,
HM61,Hennepin County,M,6,1,0,0,1,0,0,1,3982,,
HM62,Hennepin County,M,6,2,0,1,1,0,0,0,208,,
HM63,Hennepin County,M,6,3,0,0,1,1,0,0,307,,
